,Tweet_id,Retweet_id,text,misinformation,Retweet_time,Tweet_count,Tweet_count_by_id,Hourly
140,544269749405097984,544270535396298753,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-14 23:19:42+00:00,59,34,23
169,544269749405097984,544270547010338817,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-14 23:19:45+00:00,60,35,23
146,544269749405097984,544270603629240320,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-14 23:19:58+00:00,61,36,23
85,544269749405097984,544270618523205632,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-14 23:20:02+00:00,62,37,23
171,544269749405097984,544270648491515904,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-14 23:20:09+00:00,63,38,23
170,544269749405097984,544270685401395200,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-14 23:20:18+00:00,64,39,23
57,544268732046913536,544270690384625664,#BREAKING: Hostages are being held and a siege is taking place at Sydney's Lindt Chocolat Cafe in Martin Place.,0,2014-12-14 23:20:19+00:00,65,25,23
142,544269749405097984,544270707622821888,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-14 23:20:23+00:00,66,40,23
87,544269749405097984,544270710550441984,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-14 23:20:24+00:00,67,41,23
89,544269749405097984,544270767198728192,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-14 23:20:37+00:00,68,42,23
23,544268732046913536,544270766376624128,#BREAKING: Hostages are being held and a siege is taking place at Sydney's Lindt Chocolat Cafe in Martin Place.,0,2014-12-14 23:20:37+00:00,69,26,23
166,544269749405097984,544270777072091136,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-14 23:20:39+00:00,70,43,23
21,544268732046913536,544270851684589569,#BREAKING: Hostages are being held and a siege is taking place at Sydney's Lindt Chocolat Cafe in Martin Place.,0,2014-12-14 23:20:57+00:00,71,27,23
58,544268732046913536,544270856835170304,#BREAKING: Hostages are being held and a siege is taking place at Sydney's Lindt Chocolat Cafe in Martin Place.,0,2014-12-14 23:20:58+00:00,72,28,23
88,544269749405097984,544270917119922176,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-14 23:21:13+00:00,73,44,23
141,544269749405097984,544270915908149249,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-14 23:21:13+00:00,74,45,23
114,544269749405097984,544270960807780352,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-14 23:21:23+00:00,75,46,23
167,544269749405097984,544270973579456512,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-14 23:21:26+00:00,76,47,23
143,544269749405097984,544270972149182464,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-14 23:21:26+00:00,77,48,23
119,544269749405097984,544270977035538434,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-14 23:21:27+00:00,78,49,23
115,544269749405097984,544270990142746624,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-14 23:21:30+00:00,79,50,23
94,544269749405097984,544270993011642368,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-14 23:21:31+00:00,80,51,23
168,544269749405097984,544271017464438784,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-14 23:21:37+00:00,81,52,23
20,544268732046913536,544271036276277249,#BREAKING: Hostages are being held and a siege is taking place at Sydney's Lindt Chocolat Cafe in Martin Place.,0,2014-12-14 23:21:41+00:00,82,29,23
93,544269749405097984,544271044953903104,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-14 23:21:43+00:00,83,53,23
91,544269749405097984,544271043150356481,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-14 23:21:43+00:00,84,54,23
90,544269749405097984,544271069667164160,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-14 23:21:49+00:00,85,55,23
144,544269749405097984,544271087693881345,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-14 23:21:54+00:00,86,56,23
118,544269749405097984,544271097508536320,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-14 23:21:56+00:00,87,57,23
172,544269749405097984,544271150000635906,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-14 23:22:08+00:00,88,58,23
40,544268732046913536,544271163845640192,#BREAKING: Hostages are being held and a siege is taking place at Sydney's Lindt Chocolat Cafe in Martin Place.,0,2014-12-14 23:22:12+00:00,89,30,23
435,544271069146656768,544271169386725377,We understand there are two gunmen and up to a dozen hostages inside the cafe under siege at Sydney.. ISIS flags remain on display #7News,1,2014-12-14 23:22:13+00:00,90,0,23
451,544271069146656768,544271167570591744,We understand there are two gunmen and up to a dozen hostages inside the cafe under siege at Sydney.. ISIS flags remain on display #7News,1,2014-12-14 23:22:13+00:00,91,1,23
4,544268732046913536,544271177321963521,#BREAKING: Hostages are being held and a siege is taking place at Sydney's Lindt Chocolat Cafe in Martin Place.,0,2014-12-14 23:22:15+00:00,92,31,23
466,544271069146656768,544271211237109760,We understand there are two gunmen and up to a dozen hostages inside the cafe under siege at Sydney.. ISIS flags remain on display #7News,1,2014-12-14 23:22:23+00:00,93,2,23
63,544268732046913536,544271212373749761,#BREAKING: Hostages are being held and a siege is taking place at Sydney's Lindt Chocolat Cafe in Martin Place.,0,2014-12-14 23:22:23+00:00,94,32,23
121,544269749405097984,544271225476763648,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-14 23:22:26+00:00,95,59,23
120,544269749405097984,544271226223333380,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-14 23:22:27+00:00,96,60,23
476,544271069146656768,544271226479595520,We understand there are two gunmen and up to a dozen hostages inside the cafe under siege at Sydney.. ISIS flags remain on display #7News,1,2014-12-14 23:22:27+00:00,97,3,23
95,544269749405097984,544271261203849216,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-14 23:22:35+00:00,98,61,23
436,544271069146656768,544271285342441472,We understand there are two gunmen and up to a dozen hostages inside the cafe under siege at Sydney.. ISIS flags remain on display #7News,1,2014-12-14 23:22:41+00:00,99,4,23
147,544269749405097984,544271286579367936,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-14 23:22:41+00:00,100,62,23
477,544271069146656768,544271312626020353,We understand there are two gunmen and up to a dozen hostages inside the cafe under siege at Sydney.. ISIS flags remain on display #7News,1,2014-12-14 23:22:47+00:00,101,5,23
24,544268732046913536,544271322826555392,#BREAKING: Hostages are being held and a siege is taking place at Sydney's Lindt Chocolat Cafe in Martin Place.,0,2014-12-14 23:22:50+00:00,102,33,23
467,544271069146656768,544271329323913217,We understand there are two gunmen and up to a dozen hostages inside the cafe under siege at Sydney.. ISIS flags remain on display #7News,1,2014-12-14 23:22:51+00:00,103,6,23
437,544271069146656768,544271333216243712,We understand there are two gunmen and up to a dozen hostages inside the cafe under siege at Sydney.. ISIS flags remain on display #7News,1,2014-12-14 23:22:52+00:00,104,7,23
149,544269749405097984,544271351289098240,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-14 23:22:56+00:00,105,63,23
452,544271069146656768,544271369266274304,We understand there are two gunmen and up to a dozen hostages inside the cafe under siege at Sydney.. ISIS flags remain on display #7News,1,2014-12-14 23:23:01+00:00,106,8,23
438,544271069146656768,544271380658028546,We understand there are two gunmen and up to a dozen hostages inside the cafe under siege at Sydney.. ISIS flags remain on display #7News,1,2014-12-14 23:23:03+00:00,107,9,23
96,544269749405097984,544271384042409984,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-14 23:23:04+00:00,108,64,23
148,544269749405097984,544271383497539584,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-14 23:23:04+00:00,109,65,23
701,544271284796784640,544271397049335808,"DEVELOPING: Gunman Takes Hostages In Sydney Cafe, 'ISIS' Flags Being Held Against Window - http://t.co/gDkig15YuN http://t.co/suVfoMmBwM",0,2014-12-14 23:23:07+00:00,110,0,23
173,544269749405097984,544271417852715008,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-14 23:23:12+00:00,111,66,23
174,544269749405097984,544271433136734208,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-14 23:23:16+00:00,112,67,23
97,544269749405097984,544271445900017664,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-14 23:23:19+00:00,113,68,23
869,544271362022338560,544271447959425024,"Black Islamic flag being held up in window of #lindt chocolate store in Martin Place, Sydney - hostages inside. http://t.co/fAV7PEuY6P",0,2014-12-14 23:23:19+00:00,114,0,23
98,544269749405097984,544271463675478016,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-14 23:23:23+00:00,115,69,23
439,544271069146656768,544271462580776960,We understand there are two gunmen and up to a dozen hostages inside the cafe under siege at Sydney.. ISIS flags remain on display #7News,1,2014-12-14 23:23:23+00:00,116,10,23
690,544271284796784640,544271475490832384,"DEVELOPING: Gunman Takes Hostages In Sydney Cafe, 'ISIS' Flags Being Held Against Window - http://t.co/gDkig15YuN http://t.co/suVfoMmBwM",0,2014-12-14 23:23:26+00:00,117,1,23
868,544271362022338560,544271473880219648,"Black Islamic flag being held up in window of #lindt chocolate store in Martin Place, Sydney - hostages inside. http://t.co/fAV7PEuY6P",0,2014-12-14 23:23:26+00:00,118,1,23
453,544271069146656768,544271478925955072,We understand there are two gunmen and up to a dozen hostages inside the cafe under siege at Sydney.. ISIS flags remain on display #7News,1,2014-12-14 23:23:27+00:00,119,11,23
22,544268732046913536,544271479366352897,#BREAKING: Hostages are being held and a siege is taking place at Sydney's Lindt Chocolat Cafe in Martin Place.,0,2014-12-14 23:23:27+00:00,120,34,23
693,544271284796784640,544271488590028802,"DEVELOPING: Gunman Takes Hostages In Sydney Cafe, 'ISIS' Flags Being Held Against Window - http://t.co/gDkig15YuN http://t.co/suVfoMmBwM",0,2014-12-14 23:23:29+00:00,121,2,23
454,544271069146656768,544271491811278848,We understand there are two gunmen and up to a dozen hostages inside the cafe under siege at Sydney.. ISIS flags remain on display #7News,1,2014-12-14 23:23:30+00:00,122,12,23
703,544271284796784640,544271503093956608,"DEVELOPING: Gunman Takes Hostages In Sydney Cafe, 'ISIS' Flags Being Held Against Window - http://t.co/gDkig15YuN http://t.co/suVfoMmBwM",0,2014-12-14 23:23:33+00:00,123,3,23
478,544271069146656768,544271512334008320,We understand there are two gunmen and up to a dozen hostages inside the cafe under siege at Sydney.. ISIS flags remain on display #7News,1,2014-12-14 23:23:35+00:00,124,13,23
60,544268732046913536,544271522358382593,#BREAKING: Hostages are being held and a siege is taking place at Sydney's Lindt Chocolat Cafe in Martin Place.,0,2014-12-14 23:23:37+00:00,125,35,23
468,544271069146656768,544271525600591872,We understand there are two gunmen and up to a dozen hostages inside the cafe under siege at Sydney.. ISIS flags remain on display #7News,1,2014-12-14 23:23:38+00:00,126,14,23
704,544271284796784640,544271530059112448,"DEVELOPING: Gunman Takes Hostages In Sydney Cafe, 'ISIS' Flags Being Held Against Window - http://t.co/gDkig15YuN http://t.co/suVfoMmBwM",0,2014-12-14 23:23:39+00:00,127,4,23
150,544269749405097984,544271530918555648,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-14 23:23:39+00:00,128,70,23
848,544271362022338560,544271542117335040,"Black Islamic flag being held up in window of #lindt chocolate store in Martin Place, Sydney - hostages inside. http://t.co/fAV7PEuY6P",0,2014-12-14 23:23:42+00:00,129,2,23
175,544269749405097984,544271560610033665,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-14 23:23:46+00:00,130,71,23
469,544271069146656768,544271559217917953,We understand there are two gunmen and up to a dozen hostages inside the cafe under siege at Sydney.. ISIS flags remain on display #7News,1,2014-12-14 23:23:46+00:00,131,15,23
694,544271284796784640,544271571679186944,"DEVELOPING: Gunman Takes Hostages In Sydney Cafe, 'ISIS' Flags Being Held Against Window - http://t.co/gDkig15YuN http://t.co/suVfoMmBwM",0,2014-12-14 23:23:49+00:00,132,5,23
702,544271284796784640,544271576737148928,"DEVELOPING: Gunman Takes Hostages In Sydney Cafe, 'ISIS' Flags Being Held Against Window - http://t.co/gDkig15YuN http://t.co/suVfoMmBwM",0,2014-12-14 23:23:50+00:00,133,6,23
455,544271069146656768,544271578410647552,We understand there are two gunmen and up to a dozen hostages inside the cafe under siege at Sydney.. ISIS flags remain on display #7News,1,2014-12-14 23:23:51+00:00,134,16,23
470,544271069146656768,544271578402279425,We understand there are two gunmen and up to a dozen hostages inside the cafe under siege at Sydney.. ISIS flags remain on display #7News,1,2014-12-14 23:23:51+00:00,135,17,23
456,544271069146656768,544271578402275330,We understand there are two gunmen and up to a dozen hostages inside the cafe under siege at Sydney.. ISIS flags remain on display #7News,1,2014-12-14 23:23:51+00:00,136,18,23
440,544271069146656768,544271578389700609,We understand there are two gunmen and up to a dozen hostages inside the cafe under siege at Sydney.. ISIS flags remain on display #7News,1,2014-12-14 23:23:51+00:00,137,19,23
870,544271362022338560,544271587881385984,"Black Islamic flag being held up in window of #lindt chocolate store in Martin Place, Sydney - hostages inside. http://t.co/fAV7PEuY6P",0,2014-12-14 23:23:53+00:00,138,3,23
100,544269749405097984,544271588435058688,BREAKING: Live coverage of hostage situation unfolding in Sydney's Martin Place http://t.co/TTG8ye71Zg http://t.co/iTwradHTb3,0,2014-12-14 23:23:53+00:00,139,72,23
